a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2017;Antonio Nariño;Física;Total general;75;109254;68.6
2017;Puente Aranda;Física;Total general;216;221906;97.3
2017;Distrito;Física;Total general;7426;8080734;91.9
2017;Suba;Física;Total general;764;1282978;59.5
2017;Sumapaz;Física;Total general;8;7457;107.3
2017;Engativá;Física;Total general;715;878434;81.4
2017;Ciudad Bolívar;Física;Total general;1051;733859;143.2
2017;Fontibón;Física;Total general;253;413734;61.2
2017;Santa Fe;Física;Total general;144;95201;151.3
2017;Tunjuelito;Física;Total general;166;187971;88.3
2017;Rafael Uribe Uribe;Física;Total general;432;350944;123.1
2017;Kennedy;Física;Total general;907;1208980;75
2017;La Candelaria;Física;Total general;25;22438;111.4
2017;Los Mártires;Física;Total general;114;93716;121.6
2017;Teusaquillo;Física;Total general;87;140473;61.9
2017;San Cristóbal;Física;Total general;446;394358;113.1
2017;Usaquén;Física;Total general;484;474186;102.1
2017;Chapinero;Física;Total general;109;126591;86.1
2017;Usaquén;Intrafamiliar;Total general;2007;474186;423.3
2017;Chapinero;Intrafamiliar;Total general;360;126591;284.4
2017;Puente Aranda;Intrafamiliar;Total general;628;221906;283
2017;Barrios Unidos;Intrafamiliar;Total general;423;267106;158.4
2017;Kennedy;Intrafamiliar;Total general;2860;1208980;236.6
2017;Bosa;Intrafamiliar;Total general;3224;731047;441
2017;Usme;Intrafamiliar;Total general;2365;340101;695.4
2017;Rafael Uribe Uribe;Intrafamiliar;Total general;1923;350944;548
2017;Distrito;Intrafamiliar;Total general;28938;8080734;358.1
2017;Sumapaz;Intrafamiliar;Total general;66;7457;885.1
2017;Antonio Nariño;Intrafamiliar;Total general;294;109254;269.1
2017;Engativá;Intrafamiliar;Total general;2113;878434;240.5
2017;Los Mártires;Intrafamiliar;Total general;501;93716;534.6
2017;Suba;Intrafamiliar;Total general;2651;1282978;206.6
2017;Teusaquillo;Intrafamiliar;Total general;245;140473;174.4
2017;Fontibón;Intrafamiliar;Total general;931;413734;225
2017;La Candelaria;Intrafamiliar;Total general;100;22438;445.7
2017;Ciudad Bolívar;Intrafamiliar;Total general;4786;733859;652.2
2017;Santa Fe;Intrafamiliar;Total general;631;95201;662.8
2017;San Cristóbal;Intrafamiliar;Total general;1994;394358;505.6
2017;Tunjuelito;Intrafamiliar;Total general;836;187971;444.7
2017;Kennedy;Negligencia ;Total general;1247;1208980;103.1
2017;Chapinero;Negligencia ;Total general;152;126591;120.1
2017;Santa Fe;Negligencia ;Total general;359;95201;377.1
2017;San Cristóbal;Negligencia ;Total general;1081;394358;274.1
2017;Usaquén;Negligencia ;Total general;890;474186;187.7
2017;Antonio Nariño;Negligencia ;Total general;137;109254;125.4
2017;Tunjuelito;Negligencia ;Total general;384;187971;204.3
2017;Sumapaz;Negligencia ;Total general;32;7457;429.1
2017;Teusaquillo;Negligencia ;Total general;86;140473;61.2
2017;Ciudad Bolívar;Negligencia ;Total general;2596;733859;353.7
2017;Distrito;Negligencia ;Total general;13731;8080734;169.9
2017;Barrios Unidos;Negligencia ;Total general;137;267106;51.3
2017;Suba;Negligencia ;Total general;1204;1282978;93.8
2017;Rafael Uribe Uribe;Negligencia ;Total general;932;350944;265.6
2017;Engativá;Negligencia ;Total general;851;878434;96.9
2017;Los Mártires;Negligencia ;Total general;291;93716;310.5
2017;Bosa;Negligencia ;Total general;1337;731047;182.9
2017;Fontibón;Negligencia ;Total general;333;413734;80.5
2017;Usme;Negligencia ;Total general;1404;340101;412.8
2017;La Candelaria;Negligencia ;Total general;48;22438;213.9
2017;Puente Aranda;Negligencia ;Total general;226;221906;101.8
2017;Distrito;Sexual;Total general;5361;8080734;66.3
2017;Kennedy;Sexual;Total general;731;1208980;60.5
2017;Teusaquillo;Sexual;Total general;49;140473;34.9
2017;Fontibón;Sexual;Total general;192;413734;46.4
2017;Chapinero;Sexual;Total general;64;126591;50.6
2017;San Cristóbal;Sexual;Total general;372;394358;94.3
2017;Tunjuelito;Sexual;Total general;132;187971;70.2
2017;La Candelaria;Sexual;Total general;11;22438;49
2017;Barrios Unidos;Sexual;Total general;76;267106;28.5
2017;Puente Aranda;Sexual;Total general;157;221906;70.8
2017;Los Mártires;Sexual;Total general;71;93716;75.8
2017;Ciudad Bolívar;Sexual;Total general;773;733859;105.3
2017;Antonio Nariño;Sexual;Total general;52;109254;47.6
2017;Usme;Sexual;Total general;374;340101;110
2017;Rafael Uribe Uribe;Sexual;Total general;332;350944;94.6
2017;Usaquén;Sexual;Total general;199;474186;42
2017;Engativá;Sexual;Total general;428;878434;48.7
2017;Bosa;Sexual;Total general;802;731047;109.7
2017;Santa Fe;Sexual;Total general;92;95201;96.6
2017;Suba;Sexual;Total general;447;1282978;34.8
2017;Sumapaz;Sexual;Total general;3;7457;40.2
2017;Teusaquillo;Abandono;Mujer;12;73810;16.3
2017;Rafael Uribe Uribe;Abandono;Mujer;29;179322;16.2
2017;Chapinero;Abandono;Mujer;31;66033;46.9
2017;Kennedy;Abandono;Mujer;66;619048;10.7
2017;Los Mártires;Abandono;Mujer;18;46240;38.9
2017;Sumapaz;Abandono;Mujer;5;3630;137.7
2017;La Candelaria;Abandono;Mujer;7;10393;67.4
2017;Tunjuelito;Abandono;Mujer;25;94819;26.4
2017;Engativá;Abandono;Mujer;70;456270;15.3
2017;Antonio Nariño;Abandono;Mujer;9;55552;16.2
2017;Puente Aranda;Abandono;Mujer;11;111422;9.9
2017;Santa Fe;Abandono;Mujer;17;47135;36.1
2017;Ciudad Bolívar;Abandono;Mujer;105;375711;27.9
2017;Barrios Unidos;Abandono;Mujer;22;132736;16.6
2017;Usaquén;Abandono;Mujer;59;253926;23.2
2017;Fontibón;Abandono;Mujer;32;218479;14.6
2017;Usme;Abandono;Mujer;65;173754;37.4
2017;San Cristóbal;Abandono;Mujer;43;202823;21.2
2017;Suba;Abandono;Mujer;81;671995;12.1
2017;Bosa;Abandono;Mujer;56;374723;14.9
2017;Distrito;Abandono;Mujer;763;4167821;18.3
2017;Suba;Económica;Mujer;79;671995;11.8
2017;Ciudad Bolívar;Económica;Mujer;161;375711;42.9
2017;San Cristóbal;Económica;Mujer;35;202823;17.3
2017;Engativá;Económica;Mujer;67;456270;14.7
2017;Kennedy;Económica;Mujer;116;619048;18.7
2017;Antonio Nariño;Económica;Mujer;5;55552;9
2017;Usaquén;Económica;Mujer;125;253926;49.2
2017;Fontibón;Económica;Mujer;71;218479;32.5
2017;Santa Fe;Económica;Mujer;11;47135;23.3
2017;Usme;Económica;Mujer;57;173754;32.8
2017;Chapinero;Económica;Mujer;14;66033;21.2
2017;Sumapaz;Económica;Mujer;1;3630;27.5
2017;Distrito;Económica;Mujer;956;4167821;22.9
2017;La Candelaria;Económica;Mujer;5;10393;48.1
2017;Teusaquillo;Económica;Mujer;10;73810;13.5
2017;Los Mártires;Económica;Mujer;8;46240;17.3
2017;Barrios Unidos;Económica;Mujer;20;132736;15.1
2017;Bosa;Económica;Mujer;88;374723;23.5
2017;Rafael Uribe Uribe;Económica;Mujer;52;179322;29
2017;Tunjuelito;Económica;Mujer;18;94819;19
2017;Puente Aranda;Económica;Mujer;13;111422;11.7
2017;Ciudad Bolívar;Emocional;Mujer;3317;375711;882.9
2017;Distrito;Emocional;Mujer;20280;4167821;486.6
2017;Chapinero;Emocional;Mujer;253;66033;383.1
2017;Usaquén;Emocional;Mujer;1355;253926;533.6
2017;Rafael Uribe Uribe;Emocional;Mujer;1333;179322;743.4
2017;Sumapaz;Emocional;Mujer;37;3630;1019.3
2017;Barrios Unidos;Emocional;Mujer;277;132736;208.7
2017;Usme;Emocional;Mujer;1585;173754;912.2
2017;San Cristóbal;Emocional;Mujer;1362;202823;671.5
2017;Puente Aranda;Emocional;Mujer;466;111422;418.2
2017;Fontibón;Emocional;Mujer;704;218479;322.2
2017;La Candelaria;Emocional;Mujer;74;10393;712
2017;Antonio Nariño;Emocional;Mujer;219;55552;394.2
2017;Bosa;Emocional;Mujer;2323;374723;619.9
2017;Santa Fe;Emocional;Mujer;444;47135;942
2017;Los Mártires;Emocional;Mujer;351;46240;759.1
2017;Engativá;Emocional;Mujer;1503;456270;329.4
2017;Teusaquillo;Emocional;Mujer;167;73810;226.3
2017;Tunjuelito;Emocional;Mujer;591;94819;623.3
2017;Kennedy;Emocional;Mujer;2025;619048;327.1
2017;Suba;Emocional;Mujer;1883;671995;280.2
2017;Los Mártires;Física;Mujer;85;46240;183.8
2017;Kennedy;Física;Mujer;726;619048;117.3
2017;Distrito;Física;Mujer;5718;4167821;137.2
2017;Tunjuelito;Física;Mujer;127;94819;133.9
2017;Sumapaz;Física;Mujer;2;3630;55.1
2017;Puente Aranda;Física;Mujer;178;111422;159.8
2017;Barrios Unidos;Física;Mujer;90;132736;67.8
2017;Fontibón;Física;Mujer;209;218479;95.7
2017;San Cristóbal;Física;Mujer;334;202823;164.7
2017;Chapinero;Física;Mujer;84;66033;127.2
2017;La Candelaria;Física;Mujer;23;10393;221.3
2017;Engativá;Física;Mujer;542;456270;118.8
2017;Santa Fe;Física;Mujer;107;47135;227
2017;Ciudad Bolívar;Física;Mujer;772;375711;205.5
2017;Suba;Física;Mujer;591;671995;87.9
2017;Rafael Uribe Uribe;Física;Mujer;332;179322;185.1
2017;Bosa;Física;Mujer;718;374723;191.6
2017;Teusaquillo;Física;Mujer;63;73810;85.4
2017;Antonio Nariño;Física;Mujer;54;55552;97.2
2017;Usme;Física;Mujer;298;173754;171.5
2017;Usaquén;Física;Mujer;379;253926;149.3
2017;Distrito;Intrafamiliar;Mujer;20280;4167821;486.6
2017;La Candelaria;Intrafamiliar;Mujer;74;10393;712
2017;Teusaquillo;Intrafamiliar;Mujer;167;73810;226.3
2017;Engativá;Intrafamiliar;Mujer;1503;456270;329.4
2017;San Cristóbal;Intrafamiliar;Mujer;1362;202823;671.5
2017;Sumapaz;Intrafamiliar;Mujer;37;3630;1019.3
2017;Los Mártires;Intrafamiliar;Mujer;351;46240;759.1
2017;Tunjuelito;Intrafamiliar;Mujer;591;94819;623.3
2017;Puente Aranda;Intrafamiliar;Mujer;466;111422;418.2
2017;Barrios Unidos;Intrafamiliar;Mujer;277;132736;208.7
2017;Kennedy;Intrafamiliar;Mujer;2025;619048;327.1
2017;Usme;Intrafamiliar;Mujer;1585;173754;912.2
2017;Fontibón;Intrafamiliar;Mujer;704;218479;322.2
2017;Chapinero;Intrafamiliar;Mujer;253;66033;383.1
2017;Rafael Uribe Uribe;Intrafamiliar;Mujer;1333;179322;743.4
2017;Bosa;Intrafamiliar;Mujer;2323;374723;619.9
2017;Santa Fe;Intrafamiliar;Mujer;444;47135;942
2017;Suba;Intrafamiliar;Mujer;1883;671995;280.2
2017;Antonio Nariño;Intrafamiliar;Mujer;219;55552;394.2
2017;Ciudad Bolívar;Intrafamiliar;Mujer;3317;375711;882.9
2017;Usaquén;Intrafamiliar;Mujer;1355;253926;533.6
2017;Los Mártires;Negligencia ;Mujer;192;46240;415.2
2017;Chapinero;Negligencia ;Mujer;93;66033;140.8
2017;Sumapaz;Negligencia ;Mujer;17;3630;468.3
2017;La Candelaria;Negligencia ;Mujer;28;10393;269.4
2017;Fontibón;Negligencia ;Mujer;234;218479;107.1
2017;Tunjuelito;Negligencia ;Mujer;240;94819;253.1
2017;Bosa;Negligencia ;Mujer;802;374723;214
2017;Usaquén;Negligencia ;Mujer;469;253926;184.7
2017;Teusaquillo;Negligencia ;Mujer;50;73810;67.7
2017;Ciudad Bolívar;Negligencia ;Mujer;1610;375711;428.5
2017;Santa Fe;Negligencia ;Mujer;238;47135;504.9
2017;Distrito;Negligencia ;Mujer;8291;4167821;198.9
2017;Engativá;Negligencia ;Mujer;503;456270;110.2
2017;San Cristóbal;Negligencia ;Mujer;645;202823;318
2017;Barrios Unidos;Negligencia ;Mujer;69;132736;52
2017;Rafael Uribe Uribe;Negligencia ;Mujer;567;179322;316.2
2017;Usme;Negligencia ;Mujer;859;173754;494.4
2017;Puente Aranda;Negligencia ;Mujer;130;111422;116.7
2017;Antonio Nariño;Negligencia ;Mujer;90;55552;162
2017;Kennedy;Negligencia ;Mujer;722;619048;116.6
2017;Suba;Negligencia ;Mujer;730;671995;108.6
2017;Kennedy;Sexual;Mujer;604;619048;97.6
2017;Usaquén;Sexual;Mujer;156;253926;61.4
2017;Fontibón;Sexual;Mujer;163;218479;74.6
2017;Engativá;Sexual;Mujer;357;456270;78.2
2017;Distrito;Sexual;Mujer;4443;4167821;106.6
2017;La Candelaria;Sexual;Mujer;11;10393;105.8
2017;Suba;Sexual;Mujer;358;671995;53.3
2017;Los Mártires;Sexual;Mujer;58;46240;125.4
2017;Barrios Unidos;Sexual;Mujer;66;132736;49.7
2017;Sumapaz;Sexual;Mujer;3;3630;82.6
2017;Puente Aranda;Sexual;Mujer;134;111422;120.3
2017;Usme;Sexual;Mujer;310;173754;178.4
2017;Santa Fe;Sexual;Mujer;73;47135;154.9
2017;Rafael Uribe Uribe;Sexual;Mujer;274;179322;152.8
2017;Chapinero;Sexual;Mujer;51;66033;77.2
2017;Antonio Nariño;Sexual;Mujer;45;55552;81
2017;Bosa;Sexual;Mujer;671;374723;179.1
2017;Ciudad Bolívar;Sexual;Mujer;649;375711;172.7
2017;San Cristóbal;Sexual;Mujer;310;202823;152.8
2017;Teusaquillo;Sexual;Mujer;35;73810;47.4
2017;Tunjuelito;Sexual;Mujer;111;94819;117.1
2017;Suba;Abandono;Hombre ;66;610983;10.8
2017;Bosa;Abandono;Hombre ;54;356324;15.2
2017;Antonio Nariño;Abandono;Hombre ;5;53702;9.3
2017;Los Mártires;Abandono;Hombre ;5;47476;10.5
2017;Sumapaz;Abandono;Hombre ;9;3827;235.2
2017;Usme;Abandono;Hombre ;53;166347;31.9
2017;La Candelaria;Abandono;Hombre ;4;12045;33.2
2017;Tunjuelito;Abandono;Hombre ;15;93152;16.1
2017;Usaquén;Abandono;Hombre ;56;220260;25.4
2017;Puente Aranda;Abandono;Hombre ;11;110484;10
2017;Distrito;Abandono;Hombre ;640;3912913;16.4
2017;San Cristóbal;Abandono;Hombre ;60;191535;31.3
2017;Kennedy;Abandono;Hombre ;44;589932;7.5
2017;Rafael Uribe Uribe;Abandono;Hombre ;42;171622;24.5
2017;Fontibón;Abandono;Hombre ;17;195255;8.7
2017;Teusaquillo;Abandono;Hombre ;7;66663;10.5
2017;Chapinero;Abandono;Hombre ;13;60558;21.5
2017;Engativá;Abandono;Hombre ;46;422164;10.9
2017;Santa Fe;Abandono;Hombre ;19;48066;39.5
2017;Ciudad Bolívar;Abandono;Hombre ;91;358148;25.4
2017;Barrios Unidos;Abandono;Hombre ;23;134370;17.1
2017;Sumapaz;Económica;Hombre ;3;3827;78.4
2017;Bosa;Económica;Hombre ;35;356324;9.8
2017;Rafael Uribe Uribe;Económica;Hombre ;9;171622;5.2
2017;Barrios Unidos;Económica;Hombre ;18;134370;13.4
2017;Engativá;Económica;Hombre ;25;422164;5.9
2017;Teusaquillo;Económica;Hombre ;8;66663;12
2017;Los Mártires;Económica;Hombre ;4;47476;8.4
2017;Ciudad Bolívar;Económica;Hombre ;33;358148;9.2
2017;Usaquén;Económica;Hombre ;67;220260;30.4
2017;Kennedy;Económica;Hombre ;51;589932;8.6
2017;Suba;Económica;Hombre ;32;610983;5.2
2017;Santa Fe;Económica;Hombre ;6;48066;12.5
2017;Chapinero;Económica;Hombre ;6;60558;9.9
2017;Tunjuelito;Económica;Hombre ;7;93152;7.5
2017;Distrito;Económica;Hombre ;372;3912913;9.5
2017;La Candelaria;Económica;Hombre ;0;12045;0
2017;San Cristóbal;Económica;Hombre ;9;191535;4.7
2017;Usme;Económica;Hombre ;25;166347;15
2017;Fontibón;Económica;Hombre ;31;195255;15.9
2017;Antonio Nariño;Económica;Hombre ;1;53702;1.9
2017;Puente Aranda;Económica;Hombre ;2;110484;1.8
2017;Suba;Emocional;Hombre ;768;610983;125.7
2017;Puente Aranda;Emocional;Hombre ;162;110484;146.6
2017;Usaquén;Emocional;Hombre ;652;220260;296
2017;San Cristóbal;Emocional;Hombre ;632;191535;330
2017;Teusaquillo;Emocional;Hombre ;78;66663;117
2017;Los Mártires;Emocional;Hombre ;150;47476;315.9
2017;Bosa;Emocional;Hombre ;901;356324;252.9
2017;Fontibón;Emocional;Hombre ;227;195255;116.3
2017;Antonio Nariño;Emocional;Hombre ;75;53702;139.7
2017;Barrios Unidos;Emocional;Hombre ;146;134370;108.7
2017;Engativá;Emocional;Hombre ;610;422164;144.5
2017;Ciudad Bolívar;Emocional;Hombre ;1469;358148;410.2
2017;Chapinero;Emocional;Hombre ;107;60558;176.7
2017;Usme;Emocional;Hombre ;780;166347;468.9
2017;Santa Fe;Emocional;Hombre ;187;48066;389
2017;Distrito;Emocional;Hombre ;8671;3912913;221.6
2017;Kennedy;Emocional;Hombre ;835;589932;141.5
2017;Tunjuelito;Emocional;Hombre ;245;93152;263
2017;La Candelaria;Emocional;Hombre ;26;12045;215.9
2017;Rafael Uribe Uribe;Emocional;Hombre ;590;171622;343.8
2017;Sumapaz;Emocional;Hombre ;29;3827;757.8
2017;Fontibón;Física;Hombre ;44;195255;22.5
2017;Kennedy;Física;Hombre ;181;589932;30.7
2017;Chapinero;Física;Hombre ;25;60558;41.3
2017;Sumapaz;Física;Hombre ;6;3827;156.8
2017;Bosa;Física;Hombre ;183;356324;51.4
2017;Antonio Nariño;Física;Hombre ;21;53702;39.1
2017;Teusaquillo;Física;Hombre ;24;66663;36
2017;Los Mártires;Física;Hombre ;29;47476;61.1
2017;Barrios Unidos;Física;Hombre ;29;134370;21.6
2017;Engativá;Física;Hombre ;173;422164;41
2017;Suba;Física;Hombre ;173;610983;28.3
2017;Usaquén;Física;Hombre ;105;220260;47.7
2017;Tunjuelito;Física;Hombre ;39;93152;41.9
2017;Rafael Uribe Uribe;Física;Hombre ;100;171622;58.3
2017;Santa Fe;Física;Hombre ;37;48066;77
2017;Distrito;Física;Hombre ;1708;3912913;43.7
2017;Ciudad Bolívar;Física;Hombre ;279;358148;77.9
2017;Usme;Física;Hombre ;108;166347;64.9
2017;La Candelaria;Física;Hombre ;2;12045;16.6
2017;San Cristóbal;Física;Hombre ;112;191535;58.5
2017;Puente Aranda;Física;Hombre ;38;110484;34.4
2017;Sumapaz;Intrafamiliar;Hombre ;29;3827;757.8
2017;Fontibón;Intrafamiliar;Hombre ;227;195255;116.3
2017;Barrios Unidos;Intrafamiliar;Hombre ;146;134370;108.7
2017;Los Mártires;Intrafamiliar;Hombre ;150;47476;315.9
2017;Antonio Nariño;Intrafamiliar;Hombre ;75;53702;139.7
2017;San Cristóbal;Intrafamiliar;Hombre ;632;191535;330
2017;Usaquén;Intrafamiliar;Hombre ;652;220260;296
2017;Rafael Uribe Uribe;Intrafamiliar;Hombre ;590;171622;343.8
2017;Kennedy;Intrafamiliar;Hombre ;835;589932;141.5
2017;Chapinero;Intrafamiliar;Hombre ;107;60558;176.7
2017;Distrito;Intrafamiliar;Hombre ;8671;3912913;221.6
2017;Engativá;Intrafamiliar;Hombre ;610;422164;144.5
2017;La Candelaria;Intrafamiliar;Hombre ;26;12045;215.9
2017;Teusaquillo;Intrafamiliar;Hombre ;78;66663;117
2017;Santa Fe;Intrafamiliar;Hombre ;187;48066;389
2017;Bosa;Intrafamiliar;Hombre ;901;356324;252.9
2017;Suba;Intrafamiliar;Hombre ;768;610983;125.7
2017;Ciudad Bolívar;Intrafamiliar;Hombre ;1469;358148;410.2
2017;Puente Aranda;Intrafamiliar;Hombre ;162;110484;146.6
2017;Usme;Intrafamiliar;Hombre ;780;166347;468.9
2017;Tunjuelito;Intrafamiliar;Hombre ;245;93152;263
2017;Los Mártires;Negligencia ;Hombre ;99;47476;208.5
2017;Barrios Unidos;Negligencia ;Hombre ;68;134370;50.6
2017;Fontibón;Negligencia ;Hombre ;99;195255;50.7
2017;Antonio Nariño;Negligencia ;Hombre ;47;53702;87.5
2017;Suba;Negligencia ;Hombre ;474;610983;77.6
2017;La Candelaria;Negligencia ;Hombre ;20;12045;166
2017;Sumapaz;Negligencia ;Hombre ;15;3827;392
2017;Teusaquillo;Negligencia ;Hombre ;36;66663;54
2017;Kennedy;Negligencia ;Hombre ;525;589932;89
2017;Santa Fe;Negligencia ;Hombre ;121;48066;251.7
2017;Usme;Negligencia ;Hombre ;545;166347;327.6
2017;Ciudad Bolívar;Negligencia ;Hombre ;986;358148;275.3
2017;Tunjuelito;Negligencia ;Hombre ;144;93152;154.6
2017;Rafael Uribe Uribe;Negligencia ;Hombre ;365;171622;212.7
2017;Usaquén;Negligencia ;Hombre ;421;220260;191.1
2017;Puente Aranda;Negligencia ;Hombre ;96;110484;86.9
2017;Bosa;Negligencia ;Hombre ;535;356324;150.1
2017;Chapinero;Negligencia ;Hombre ;59;60558;97.4
2017;Engativá;Negligencia ;Hombre ;348;422164;82.4
2017;San Cristóbal;Negligencia ;Hombre ;436;191535;227.6
2017;Distrito;Negligencia ;Hombre ;5440;3912913;139
2017;La Candelaria;Sexual;Hombre ;;12045;0
2017;Usme;Sexual;Hombre ;64;166347;38.5
2017;Los Mártires;Sexual;Hombre ;13;47476;27.4
2017;Teusaquillo;Sexual;Hombre ;14;66663;21
2017;Kennedy;Sexual;Hombre ;127;589932;21.5
2017;Santa Fe;Sexual;Hombre ;19;48066;39.5
2017;Antonio Nariño;Sexual;Hombre ;7;53702;13
2017;Fontibón;Sexual;Hombre ;29;195255;14.9
2017;Usaquén;Sexual;Hombre ;43;220260;19.5
2017;Barrios Unidos;Sexual;Hombre ;10;134370;7.4
2017;Puente Aranda;Sexual;Hombre ;23;110484;20.8
2017;Engativá;Sexual;Hombre ;71;422164;16.8
2017;Chapinero;Sexual;Hombre ;13;60558;21.5
2017;Distrito;Sexual;Hombre ;918;3912913;23.5
2017;San Cristóbal;Sexual;Hombre ;62;191535;32.4
2017;Rafael Uribe Uribe;Sexual;Hombre ;58;171622;33.8
2017;Ciudad Bolívar;Sexual;Hombre ;124;358148;34.6
2017;Suba;Sexual;Hombre ;89;610983;14.6
2017;Tunjuelito;Sexual;Hombre ;21;93152;22.5
2017;Bosa;Sexual;Hombre ;131;356324;36.8
2017;Sumapaz;Sexual;Hombre ;0;3827;0
2018;Kennedy;Abandono;Total general;121;1230539;9.8
2018;Suba;Abandono;Total general;118;1315509;9
2018;Bosa;Abandono;Total general;159;753496;21.1
2018;Santa Fe;Abandono;Total general;35;93857;37.3
2018;Usaquén;Abandono;Total general;78;475275;16.4
2018;Usme;Abandono;Total general;78;342940;22.7
2018;San Cristóbal;Abandono;Total general;91;392220;23.2
2018;Sumapaz;Abandono;Total general;14;7584;184.6
2018;Ciudad Bolívar;Abandono;Total general;138;748012;18.4
2018;Teusaquillo;Abandono;Total general;13;140135;9.3
2018;La Candelaria;Abandono;Total general;5;22243;22.5
2018;Engativá;Abandono;Total general;77;883319;8.7
2018;Fontibón;Abandono;Total general;23;424038;5.4
2018;Antonio Nariño;Abandono;Total general;23;109199;21.1
2018;Barrios Unidos;Abandono;Total general;38;270280;14.1
2018;Chapinero;Abandono;Total general;14;126192;11.1
2018;Rafael Uribe Uribe;Abandono;Total general;117;348023;33.6
2018;Puente Aranda;Abandono;Total general;50;218555;22.9
2018;Distrito;Abandono;Total general;1248;8181047;15.3
2018;Tunjuelito;Abandono;Total general;38;186383;20.4
2018;Los Mártires;Abandono;Total general;18;93248;19.3
2018;Antonio Nariño;Económica;Total general;16;109199;14.7
2018;Santa Fe;Económica;Total general;25;93857;26.6
2018;Chapinero;Económica;Total general;16;126192;12.7
2018;Usme;Económica;Total general;55;342940;16
2018;Fontibón;Económica;Total general;42;424038;9.9
2018;Barrios Unidos;Económica;Total general;25;270280;9.2
2018;Los Mártires;Económica;Total general;16;93248;17.2
2018;Teusaquillo;Económica;Total general;11;140135;7.8
2018;Ciudad Bolívar;Económica;Total general;94;748012;12.6
2018;Kennedy;Económica;Total general;130;1230539;10.6
2018;Rafael Uribe Uribe;Económica;Total general;55;348023;15.8
2018;Suba;Económica;Total general;70;1315509;5.3
2018;San Cristóbal;Económica;Total general;59;392220;15
2018;Distrito;Económica;Total general;972;8181047;11.9
2018;Sumapaz;Económica;Total general;2;7584;26.4
2018;Usaquén;Económica;Total general;51;475275;10.7
2018;Tunjuelito;Económica;Total general;11;186383;5.9
2018;Engativá;Económica;Total general;74;883319;8.4
2018;Puente Aranda;Económica;Total general;32;218555;14.6
2018;Bosa;Económica;Total general;185;753496;24.6
2018;La Candelaria;Económica;Total general;3;22243;13.5
2018;Rafael Uribe Uribe;Emocional;Total general;2199;348023;631.9
2018;Barrios Unidos;Emocional;Total general;428;270280;158.4
2018;Engativá;Emocional;Total general;2180;883319;246.8
2018;Sumapaz;Emocional;Total general;111;7584;1463.6
2018;Ciudad Bolívar;Emocional;Total general;5011;748012;669.9
2018;Usme;Emocional;Total general;2504;342940;730.2
2018;Bosa;Emocional;Total general;3488;753496;462.9
2018;Antonio Nariño;Emocional;Total general;344;109199;315
2018;Teusaquillo;Emocional;Total general;326;140135;232.6
2018;Usaquén;Emocional;Total general;1398;475275;294.1
2018;Los Mártires;Emocional;Total general;504;93248;540.5
2018;Fontibón;Emocional;Total general;857;424038;202.1
2018;San Cristóbal;Emocional;Total general;2177;392220;555
2018;Suba;Emocional;Total general;3173;1315509;241.2
2018;La Candelaria;Emocional;Total general;109;22243;490
2018;Santa Fe;Emocional;Total general;713;93857;759.7
2018;Kennedy;Emocional;Total general;3234;1230539;262.8
2018;Tunjuelito;Emocional;Total general;821;186383;440.5
2018;Distrito;Emocional;Total general;30710;8181047;375.4
2018;Chapinero;Emocional;Total general;401;126192;317.8
2018;Puente Aranda;Emocional;Total general;687;218555;314.3
2018;Tunjuelito;Física;Total general;196;186383;105.2
2018;Chapinero;Física;Total general;119;126192;94.3
2018;Bosa;Física;Total general;815;753496;108.2
2018;Rafael Uribe Uribe;Física;Total general;491;348023;141.1
2018;San Cristóbal;Física;Total general;463;392220;118
2018;La Candelaria;Física;Total general;27;22243;121.4
2018;Antonio Nariño;Física;Total general;102;109199;93.4
2018;Puente Aranda;Física;Total general;238;218555;108.9
2018;Sumapaz;Física;Total general;12;7584;158.2
2018;Usaquén;Física;Total general;411;475275;86.5
2018;Engativá;Física;Total general;712;883319;80.6
2018;Usme;Física;Total general;523;342940;152.5
2018;Los Mártires;Física;Total general;107;93248;114.7
2018;Santa Fe;Física;Total general;160;93857;170.5
2018;Barrios Unidos;Física;Total general;122;270280;45.1
2018;Ciudad Bolívar;Física;Total general;906;748012;121.1
2018;Distrito;Física;Total general;7806;8181047;95.4
2018;Fontibón;Física;Total general;288;424038;67.9
2018;Kennedy;Física;Total general;987;1230539;80.2
2018;Teusaquillo;Física;Total general;105;140135;74.9
2018;Suba;Física;Total general;1006;1315509;76.5
2018;Santa Fe;Intrafamiliar;Total general;713;93857;759.7
2018;Teusaquillo;Intrafamiliar;Total general;326;140135;232.6
2018;Barrios Unidos;Intrafamiliar;Total general;428;270280;158.4
2018;Bosa;Intrafamiliar;Total general;3488;753496;462.9
2018;Antonio Nariño;Intrafamiliar;Total general;344;109199;315
2018;Chapinero;Intrafamiliar;Total general;401;126192;317.8
2018;San Cristóbal;Intrafamiliar;Total general;2177;392220;555
2018;Suba;Intrafamiliar;Total general;3173;1315509;241.2
2018;Fontibón;Intrafamiliar;Total general;857;424038;202.1
2018;Ciudad Bolívar;Intrafamiliar;Total general;5011;748012;669.9
2018;Tunjuelito;Intrafamiliar;Total general;821;186383;440.5
2018;Engativá;Intrafamiliar;Total general;2180;883319;246.8
2018;Kennedy;Intrafamiliar;Total general;3234;1230539;262.8
2018;Usaquén;Intrafamiliar;Total general;1398;475275;294.1
