year;localidad;tipo_de_violencia;sexo;no_casos;poblacion;tasa_por_100000
2017;sumapaz;Física;Mujer;2.0;3630;55.1
2017;distrito;Física;Mujer;5718.0;4167821;137.2
2017;usaquen;Sexual;Mujer;156.0;253926;61.4
2017;chapinero;Sexual;Mujer;51.0;66033;77.2
2017;santa fe;Sexual;Mujer;73.0;47135;154.9
2017;san cristobal;Sexual;Mujer;310.0;202823;152.8
2017;usme;Sexual;Mujer;310.0;173754;178.4
2017;tunjuelito;Sexual;Mujer;111.0;94819;117.1
2017;bosa;Sexual;Mujer;671.0;374723;179.1
2017;kennedy;Sexual;Mujer;604.0;619048;97.6
2017;fontibon;Sexual;Mujer;163.0;218479;74.6
2017;engativa;Sexual;Mujer;357.0;456270;78.2
2017;suba;Sexual;Mujer;358.0;671995;53.3
2017;barrios unidos;Sexual;Mujer;66.0;132736;49.7
2017;teusaquillo;Sexual;Mujer;35.0;73810;47.4
2017;los martires;Sexual;Mujer;58.0;46240;125.4
2017;antonio narino;Sexual;Mujer;45.0;55552;81.0
2017;puente aranda;Sexual;Mujer;134.0;111422;120.3
2017;la candelaria;Sexual;Mujer;11.0;10393;105.8
2017;rafael uribe uribe;Sexual;Mujer;274.0;179322;152.8
2017;ciudad bolivar;Sexual;Mujer;649.0;375711;172.7
2017;sumapaz;Sexual;Mujer;3.0;3630;82.6
2017;distrito;Sexual;Mujer;4443.0;4167821;106.6
2017;usaquen;Económica;Mujer;125.0;253926;49.2
2017;chapinero;Económica;Mujer;14.0;66033;21.2
2017;santa fe;Económica;Mujer;11.0;47135;23.3
2017;san cristobal;Económica;Mujer;35.0;202823;17.3
2017;usme;Económica;Mujer;57.0;173754;32.8
2017;tunjuelito;Económica;Mujer;18.0;94819;19.0
2017;bosa;Económica;Mujer;88.0;374723;23.5
2017;kennedy;Económica;Mujer;116.0;619048;18.7
2017;fontibon;Económica;Mujer;71.0;218479;32.5
2017;engativa;Económica;Mujer;67.0;456270;14.7
2017;suba;Económica;Mujer;79.0;671995;11.8
2017;barrios unidos;Económica;Mujer;20.0;132736;15.1
2017;teusaquillo;Económica;Mujer;10.0;73810;13.5
2017;los martires;Económica;Mujer;8.0;46240;17.3
2017;antonio narino;Económica;Mujer;5.0;55552;9.0
2017;puente aranda;Económica;Mujer;13.0;111422;11.7
2017;la candelaria;Económica;Mujer;5.0;10393;48.1
2017;rafael uribe uribe;Económica;Mujer;52.0;179322;29.0
2017;ciudad bolivar;Económica;Mujer;161.0;375711;42.9
2017;sumapaz;Económica;Mujer;1.0;3630;27.5
2017;distrito;Económica;Mujer;956.0;4167821;22.9
2017;usaquen;Negligencia ;Mujer;469.0;253926;184.7
2017;chapinero;Negligencia ;Mujer;93.0;66033;140.8
2017;santa fe;Negligencia ;Mujer;238.0;47135;504.9
2017;san cristobal;Negligencia ;Mujer;645.0;202823;318.0
2017;usme;Negligencia ;Mujer;859.0;173754;494.4
2017;tunjuelito;Negligencia ;Mujer;240.0;94819;253.1
2017;bosa;Negligencia ;Mujer;802.0;374723;214.0
2017;kennedy;Negligencia ;Mujer;722.0;619048;116.6
2017;fontibon;Negligencia ;Mujer;234.0;218479;107.1
2017;engativa;Negligencia ;Mujer;503.0;456270;110.2
2017;suba;Negligencia ;Mujer;730.0;671995;108.6
2017;barrios unidos;Negligencia ;Mujer;69.0;132736;52.0
2017;teusaquillo;Negligencia ;Mujer;50.0;73810;67.7
2017;los martires;Negligencia ;Mujer;192.0;46240;415.2
2017;antonio narino;Negligencia ;Mujer;90.0;55552;162.0
2017;puente aranda;Negligencia ;Mujer;130.0;111422;116.7
2017;la candelaria;Negligencia ;Mujer;28.0;10393;269.4
2017;rafael uribe uribe;Negligencia ;Mujer;567.0;179322;316.2
2017;ciudad bolivar;Negligencia ;Mujer;1610.0;375711;428.5
2017;sumapaz;Negligencia ;Mujer;17.0;3630;468.3
2017;distrito;Negligencia ;Mujer;8291.0;4167821;198.9
2017;usaquen;Abandono;Mujer;59.0;253926;23.2
2017;chapinero;Abandono;Mujer;31.0;66033;46.9
2017;santa fe;Abandono;Mujer;17.0;47135;36.1
2017;san cristobal;Abandono;Mujer;43.0;202823;21.2
2017;usme;Abandono;Mujer;65.0;173754;37.4
2017;tunjuelito;Abandono;Mujer;25.0;94819;26.4
2017;bosa;Abandono;Mujer;56.0;374723;14.9
2017;kennedy;Abandono;Mujer;66.0;619048;10.7
2017;fontibon;Abandono;Mujer;32.0;218479;14.6
2017;engativa;Abandono;Mujer;70.0;456270;15.3
2017;suba;Abandono;Mujer;81.0;671995;12.1
2017;barrios unidos;Abandono;Mujer;22.0;132736;16.6
2017;teusaquillo;Abandono;Mujer;12.0;73810;16.3
2017;los martires;Abandono;Mujer;18.0;46240;38.9
2017;antonio narino;Abandono;Mujer;9.0;55552;16.2
2017;puente aranda;Abandono;Mujer;11.0;111422;9.9
2017;la candelaria;Abandono;Mujer;7.0;10393;67.4
2017;rafael uribe uribe;Abandono;Mujer;29.0;179322;16.2
2017;ciudad bolivar;Abandono;Mujer;105.0;375711;27.9
2017;sumapaz;Abandono;Mujer;5.0;3630;137.7
2017;distrito;Abandono;Mujer;763.0;4167821;18.3
2018;usaquen;Emocional;Mujer;966.0;254310;379.9
2018;chapinero;Emocional;Mujer;294.0;65600;448.2
2018;santa fe;Emocional;Mujer;524.0;46438;1128.4
2018;san cristobal;Emocional;Mujer;1544.0;201727;765.4
2018;usme;Emocional;Mujer;1713.0;175249;977.5
2018;tunjuelito;Emocional;Mujer;558.0;93941;594.0
2018;bosa;Emocional;Mujer;2561.0;386336;662.9
2018;kennedy;Emocional;Mujer;2363.0;629715;375.2
2018;fontibon;Emocional;Mujer;653.0;223980;291.5
2018;engativa;Emocional;Mujer;1519.0;458421;331.4
2018;suba;Emocional;Mujer;2314.0;688555;336.1
2018;barrios unidos;Emocional;Mujer;297.0;133823;221.9
2018;teusaquillo;Emocional;Mujer;252.0;73454;343.1
2018;los martires;Emocional;Mujer;381.0;45901;830.0
2018;antonio narino;Emocional;Mujer;250.0;55427;451.0
2018;puente aranda;Emocional;Mujer;515.0;109526;470.2
2018;la candelaria;Emocional;Mujer;85.0;10270;827.7
2018;rafael uribe uribe;Emocional;Mujer;1532.0;177753;861.9
2018;ciudad bolivar;Emocional;Mujer;3403.0;383066;888.4
2018;sumapaz;Emocional;Mujer;71.0;3706;1915.8
2018;distrito;Emocional;Mujer;21830.0;4217198;517.6
2018;usaquen;Física;Mujer;314.0;254310;123.5
2018;chapinero;Física;Mujer;93.0;65600;141.8
2018;santa fe;Física;Mujer;123.0;46438;264.9
2018;san cristobal;Física;Mujer;351.0;201727;174.0
2018;usme;Física;Mujer;391.0;175249;223.1
2018;tunjuelito;Física;Mujer;141.0;93941;150.1
2018;bosa;Física;Mujer;630.0;386336;163.1
2018;kennedy;Física;Mujer;773.0;629715;122.8
2018;fontibon;Física;Mujer;227.0;223980;101.3
2018;engativa;Física;Mujer;514.0;458421;112.1
2018;suba;Física;Mujer;782.0;688555;113.6
2018;barrios unidos;Física;Mujer;91.0;133823;68.0
2018;teusaquillo;Física;Mujer;87.0;73454;118.4
2018;los martires;Física;Mujer;91.0;45901;198.3
2018;antonio narino;Física;Mujer;74.0;55427;133.5
2018;puente aranda;Física;Mujer;185.0;109526;168.9
2018;la candelaria;Física;Mujer;21.0;10270;204.5
2018;rafael uribe uribe;Física;Mujer;385.0;177753;216.6
2018;ciudad bolivar;Física;Mujer;693.0;383066;180.9
2018;sumapaz;Física;Mujer;11.0;3706;296.8
2018;distrito;Física;Mujer;5990.0;4217198;142.0
2018;usaquen;Sexual;Mujer;216.0;254310;84.9
2018;chapinero;Sexual;Mujer;75.0;65600;114.3
2018;santa fe;Sexual;Mujer;104.0;46438;224.0
2018;san cristobal;Sexual;Mujer;353.0;201727;175.0
2018;usme;Sexual;Mujer;470.0;175249;268.2
2018;tunjuelito;Sexual;Mujer;165.0;93941;175.6
2018;bosa;Sexual;Mujer;772.0;386336;199.8
2018;kennedy;Sexual;Mujer;741.0;629715;117.7
2018;fontibon;Sexual;Mujer;215.0;223980;96.0
2018;engativa;Sexual;Mujer;421.0;458421;91.8
2018;suba;Sexual;Mujer;531.0;688555;77.1
2018;barrios unidos;Sexual;Mujer;67.0;133823;50.1
2018;teusaquillo;Sexual;Mujer;61.0;73454;83.0
2018;los martires;Sexual;Mujer;65.0;45901;141.6
2018;antonio narino;Sexual;Mujer;56.0;55427;101.0
2018;puente aranda;Sexual;Mujer;165.0;109526;150.6
2018;la candelaria;Sexual;Mujer;24.0;10270;233.7
2018;rafael uribe uribe;Sexual;Mujer;327.0;177753;184.0
2018;ciudad bolivar;Sexual;Mujer;881.0;383066;230.0
2018;sumapaz;Sexual;Mujer;13.0;3706;350.8
2018;distrito;Sexual;Mujer;5731.0;4217198;135.9
2018;usaquen;Económica;Mujer;40.0;254310;15.7
2018;chapinero;Económica;Mujer;15.0;65600;22.9
2018;santa fe;Económica;Mujer;20.0;46438;43.1
2018;san cristobal;Económica;Mujer;42.0;201727;20.8
2018;usme;Económica;Mujer;41.0;175249;23.4
2018;tunjuelito;Económica;Mujer;11.0;93941;11.7
2018;bosa;Económica;Mujer;127.0;386336;32.9
2018;kennedy;Económica;Mujer;88.0;629715;14.0
2018;fontibon;Económica;Mujer;32.0;223980;14.3
2018;engativa;Económica;Mujer;60.0;458421;13.1
2018;suba;Económica;Mujer;53.0;688555;7.7
2018;barrios unidos;Económica;Mujer;18.0;133823;13.5
2018;teusaquillo;Económica;Mujer;6.0;73454;8.2
2018;los martires;Económica;Mujer;10.0;45901;21.8
2018;antonio narino;Económica;Mujer;14.0;55427;25.3
2018;puente aranda;Económica;Mujer;26.0;109526;23.7
2018;la candelaria;Económica;Mujer;2.0;10270;19.5
2018;rafael uribe uribe;Económica;Mujer;37.0;177753;20.8
2018;ciudad bolivar;Económica;Mujer;63.0;383066;16.4
2018;sumapaz;Económica;Mujer;2.0;3706;54.0
2018;distrito;Económica;Mujer;707.0;4217198;16.8
2018;usaquen;Negligencia ;Mujer;288.0;254310;113.2
2018;chapinero;Negligencia ;Mujer;91.0;65600;138.7
2018;santa fe;Negligencia ;Mujer;295.0;46438;635.3
2018;san cristobal;Negligencia ;Mujer;819.0;201727;406.0
2018;usme;Negligencia ;Mujer;876.0;175249;499.9
2018;tunjuelito;Negligencia ;Mujer;252.0;93941;268.3
2018;bosa;Negligencia ;Mujer;1233.0;386336;319.2
2018;kennedy;Negligencia ;Mujer;918.0;629715;145.8
2018;fontibon;Negligencia ;Mujer;223.0;223980;99.6
2018;engativa;Negligencia ;Mujer;457.0;458421;99.7
2018;suba;Negligencia ;Mujer;808.0;688555;117.3
2018;barrios unidos;Negligencia ;Mujer;93.0;133823;69.5
2018;teusaquillo;Negligencia ;Mujer;82.0;73454;111.6
2018;los martires;Negligencia ;Mujer;238.0;45901;518.5
2018;antonio narino;Negligencia ;Mujer;102.0;55427;184.0
2018;puente aranda;Negligencia ;Mujer;181.0;109526;165.3
2018;la candelaria;Negligencia ;Mujer;43.0;10270;418.7
2018;rafael uribe uribe;Negligencia ;Mujer;708.0;177753;398.3
2018;ciudad bolivar;Negligencia ;Mujer;1886.0;383066;492.3
2018;sumapaz;Negligencia ;Mujer;33.0;3706;890.4
2018;distrito;Negligencia ;Mujer;9640.0;4217198;228.6
2018;usaquen;Abandono;Mujer;34.0;254310;13.4
2018;chapinero;Abandono;Mujer;10.0;65600;15.2
2018;santa fe;Abandono;Mujer;18.0;46438;38.8
2018;san cristobal;Abandono;Mujer;45.0;201727;22.3
2018;usme;Abandono;Mujer;40.0;175249;22.8
2018;tunjuelito;Abandono;Mujer;21.0;93941;22.4
2018;bosa;Abandono;Mujer;101.0;386336;26.1
2018;kennedy;Abandono;Mujer;74.0;629715;11.8
2018;fontibon;Abandono;Mujer;17.0;223980;7.6
2018;engativa;Abandono;Mujer;40.0;458421;8.7
2018;suba;Abandono;Mujer;69.0;688555;10.0
2018;barrios unidos;Abandono;Mujer;19.0;133823;14.2
2018;teusaquillo;Abandono;Mujer;6.0;73454;8.2
2018;los martires;Abandono;Mujer;12.0;45901;26.1
2018;antonio narino;Abandono;Mujer;13.0;55427;23.5
2018;puente aranda;Abandono;Mujer;29.0;109526;26.5
2018;la candelaria;Abandono;Mujer;3.0;10270;29.2
2018;rafael uribe uribe;Abandono;Mujer;58.0;177753;32.6
2018;ciudad bolivar;Abandono;Mujer;69.0;383066;18.0
2018;sumapaz;Abandono;Mujer;8.0;3706;215.9
2018;distrito;Abandono;Mujer;686.0;4217198;16.3
2019;usaquen;Emocional;Mujer;782.0;254608;307.1
2019;chapinero;Emocional;Mujer;272.0;65158;417.4
2019;santa fe;Emocional;Mujer;572.0;45727;1250.9
2019;san cristobal;Emocional;Mujer;1957.0;200567;975.7
2019;usme;Emocional;Mujer;1723.0;176700;975.1
2019;tunjuelito;Emocional;Mujer;645.0;93048;693.2
2019;bosa;Emocional;Mujer;3117.0;398177;782.8
2019;kennedy;Emocional;Mujer;3027.0;640355;472.7
2019;fontibon;Emocional;Mujer;721.0;229543;314.1
2019;engativa;Emocional;Mujer;1586.0;460416;344.5
2019;suba;Emocional;Mujer;2086.0;705329;295.7
2019;barrios unidos;Emocional;Mujer;239.0;134893;177.2
2019;teusaquillo;Emocional;Mujer;302.0;73092;413.2
2019;los martires;Emocional;Mujer;470.0;45566;1031.5
2019;antonio narino;Emocional;Mujer;307.0;55281;555.3
2019;puente aranda;Emocional;Mujer;667.0;107629;619.7
2019;la candelaria;Emocional;Mujer;91.0;10150;896.6
2019;rafael uribe uribe;Emocional;Mujer;1702.0;176132;966.3
2019;ciudad bolivar;Emocional;Mujer;3125.0;390452;800.4
2019;sumapaz;Emocional;Mujer;38.0;3772;1007.4
2019;distrito;Emocional;Mujer;23429.0;4266595;549.1
2019;usaquen;Física;Mujer;281.0;254608;110.4
2019;chapinero;Física;Mujer;83.0;65158;127.4
2019;santa fe;Física;Mujer;174.0;45727;380.5
2019;san cristobal;Física;Mujer;537.0;200567;267.7
2019;usme;Física;Mujer;394.0;176700;223.0
2019;tunjuelito;Física;Mujer;171.0;93048;183.8
2019;bosa;Física;Mujer;757.0;398177;190.1
2019;kennedy;Física;Mujer;881.0;640355;137.6
2019;fontibon;Física;Mujer;247.0;229543;107.6
2019;engativa;Física;Mujer;560.0;460416;121.6
2019;suba;Física;Mujer;744.0;705329;105.5
2019;barrios unidos;Física;Mujer;83.0;134893;61.5
2019;teusaquillo;Física;Mujer;95.0;73092;130.0
2019;los martires;Física;Mujer;99.0;45566;217.3
2019;antonio narino;Física;Mujer;85.0;55281;153.8
2019;puente aranda;Física;Mujer;198.0;107629;184.0
2019;la candelaria;Física;Mujer;27.0;10150;266.0
2019;rafael uribe uribe;Física;Mujer;465.0;176132;264.0
2019;ciudad bolivar;Física;Mujer;714.0;390452;182.9
2019;sumapaz;Física;Mujer;10.0;3772;265.1
2019;distrito;Física;Mujer;6605.0;4266595;154.8
2019;usaquen;Sexual;Mujer;218.0;254608;85.6
2019;chapinero;Sexual;Mujer;83.0;65158;127.4
2019;santa fe;Sexual;Mujer;151.0;45727;330.2
2019;san cristobal;Sexual;Mujer;565.0;200567;281.7
2019;usme;Sexual;Mujer;440.0;176700;249.0
2019;tunjuelito;Sexual;Mujer;195.0;93048;209.6
2019;bosa;Sexual;Mujer;909.0;398177;228.3
2019;kennedy;Sexual;Mujer;933.0;640355;145.7
2019;fontibon;Sexual;Mujer;281.0;229543;122.4
2019;engativa;Sexual;Mujer;485.0;460416;105.3
2019;suba;Sexual;Mujer;645.0;705329;91.4
2019;barrios unidos;Sexual;Mujer;73.0;134893;54.1
2019;teusaquillo;Sexual;Mujer;98.0;73092;134.1
2019;los martires;Sexual;Mujer;111.0;45566;243.6
2019;antonio narino;Sexual;Mujer;101.0;55281;182.7
2019;puente aranda;Sexual;Mujer;206.0;107629;191.4
2019;la candelaria;Sexual;Mujer;27.0;10150;266.0
2019;rafael uribe uribe;Sexual;Mujer;496.0;176132;281.6
2019;ciudad bolivar;Sexual;Mujer;914.0;390452;234.1
2019;sumapaz;Sexual;Mujer;3.0;3772;79.5
2019;distrito;Sexual;Mujer;6934.0;4266595;162.5
2019;usaquen;Económica;Mujer;21.0;254608;8.2
2019;chapinero;Económica;Mujer;6.0;65158;9.2
2019;santa fe;Económica;Mujer;10.0;45727;21.9
2019;san cristobal;Económica;Mujer;34.0;200567;17.0
2019;usme;Económica;Mujer;28.0;176700;15.8
2019;tunjuelito;Económica;Mujer;11.0;93048;11.8
2019;bosa;Económica;Mujer;85.0;398177;21.3
2019;kennedy;Económica;Mujer;114.0;640355;17.8
2019;fontibon;Económica;Mujer;24.0;229543;10.5
2019;engativa;Económica;Mujer;35.0;460416;7.6
2019;suba;Económica;Mujer;85.0;705329;12.1
2019;barrios unidos;Económica;Mujer;6.0;134893;4.4
2019;teusaquillo;Económica;Mujer;9.0;73092;12.3
2019;los martires;Económica;Mujer;10.0;45566;21.9
2019;antonio narino;Económica;Mujer;2.0;55281;3.6
2019;puente aranda;Económica;Mujer;30.0;107629;27.9
2019;la candelaria;Económica;Mujer;2.0;10150;19.7
2019;rafael uribe uribe;Económica;Mujer;35.0;176132;19.9
2019;ciudad bolivar;Económica;Mujer;76.0;390452;19.5
2019;sumapaz;Económica;Mujer;0.0;3772;0.0
2019;distrito;Económica;Mujer;623.0;4266595;14.6
2019;usaquen;Negligencia ;Mujer;226.0;254608;88.8
2019;chapinero;Negligencia ;Mujer;93.0;65158;142.7
2019;santa fe;Negligencia ;Mujer;270.0;45727;590.5
2019;san cristobal;Negligencia ;Mujer;893.0;200567;445.2
2019;usme;Negligencia ;Mujer;987.0;176700;558.6
2019;tunjuelito;Negligencia ;Mujer;293.0;93048;314.9
2019;bosa;Negligencia ;Mujer;1609.0;398177;404.1
2019;kennedy;Negligencia ;Mujer;1256.0;640355;196.1
2019;fontibon;Negligencia ;Mujer;214.0;229543;93.2
2019;engativa;Negligencia ;Mujer;420.0;460416;91.2
2019;suba;Negligencia ;Mujer;575.0;705329;81.5
2019;barrios unidos;Negligencia ;Mujer;69.0;134893;51.2
2019;teusaquillo;Negligencia ;Mujer;113.0;73092;154.6
2019;los martires;Negligencia ;Mujer;269.0;45566;590.4
2019;antonio narino;Negligencia ;Mujer;118.0;55281;213.5
2019;puente aranda;Negligencia ;Mujer;286.0;107629;265.7
2019;la candelaria;Negligencia ;Mujer;40.0;10150;394.1
2019;rafael uribe uribe;Negligencia ;Mujer;725.0;176132;411.6
2019;ciudad bolivar;Negligencia ;Mujer;1671.0;390452;428.0
2019;sumapaz;Negligencia ;Mujer;15.0;3772;397.7
2019;distrito;Negligencia ;Mujer;10142.0;4266595;237.7
2019;usaquen;Abandono;Mujer;28.0;254608;11.0
2019;chapinero;Abandono;Mujer;14.0;65158;21.5
2019;santa fe;Abandono;Mujer;22.0;45727;48.1
2019;san cristobal;Abandono;Mujer;65.0;200567;32.4
2019;usme;Abandono;Mujer;122.0;176700;69.0
2019;tunjuelito;Abandono;Mujer;49.0;93048;52.7
2019;bosa;Abandono;Mujer;153.0;398177;38.4
2019;kennedy;Abandono;Mujer;122.0;640355;19.1
2019;fontibon;Abandono;Mujer;22.0;229543;9.6
2019;engativa;Abandono;Mujer;47.0;460416;10.2
2019;suba;Abandono;Mujer;74.0;705329;10.5
2019;barrios unidos;Abandono;Mujer;8.0;134893;5.9
2019;teusaquillo;Abandono;Mujer;17.0;73092;23.3
2019;los martires;Abandono;Mujer;18.0;45566;39.5
2019;antonio narino;Abandono;Mujer;11.0;55281;19.9
2019;puente aranda;Abandono;Mujer;37.0;107629;34.4
2019;la candelaria;Abandono;Mujer;3.0;10150;29.6
2019;rafael uribe uribe;Abandono;Mujer;61.0;176132;34.6
2019;ciudad bolivar;Abandono;Mujer;224.0;390452;57.4
2019;sumapaz;Abandono;Mujer;3.0;3772;79.5
2019;distrito;Abandono;Mujer;1100.0;4266595;25.8
2020;usaquen;Emocional;Mujer;678.0;254841;266.0
2020;chapinero;Emocional;Mujer;173.0;64711;267.3
2020;santa fe;Emocional;Mujer;404.0;45019;897.4
2020;san cristobal;Emocional;Mujer;1196.0;199363;599.9
2020;usme;Emocional;Mujer;1540.0;178104;864.7
2020;tunjuelito;Emocional;Mujer;589.0;92144;639.2
2020;bosa;Emocional;Mujer;2648.0;410260;645.4
2020;kennedy;Emocional;Mujer;2605.0;650969;400.2
2020;fontibon;Emocional;Mujer;719.0;235174;305.7
2020;engativa;Emocional;Mujer;1239.0;462301;268.0
2020;suba;Emocional;Mujer;1850.0;722309;256.1
2020;barrios unidos;Emocional;Mujer;222.0;135929;163.3
2020;teusaquillo;Emocional;Mujer;227.0;72718;312.2
2020;los martires;Emocional;Mujer;279.0;45219;617.0
2020;antonio narino;Emocional;Mujer;211.0;55133;382.7
2020;puente aranda;Emocional;Mujer;516.0;105742;488.0
2020;la candelaria;Emocional;Mujer;60.0;10021;598.7
2020;rafael uribe uribe;Emocional;Mujer;1101.0;174494;631.0
2020;ciudad bolivar;Emocional;Mujer;2621.0;397847;658.8
2020;sumapaz;Emocional;Mujer;59.0;3844;1534.9
2020;distrito;Emocional;Mujer;18938.0;4316142;438.8
2020;usaquen;Física;Mujer;283.0;254841;111.0
2020;chapinero;Física;Mujer;66.0;64711;102.0
2020;santa fe;Física;Mujer;165.0;45019;366.5
2020;san cristobal;Física;Mujer;396.0;199363;198.6
2020;usme;Física;Mujer;500.0;178104;280.7
2020;tunjuelito;Física;Mujer;177.0;92144;192.1
2020;bosa;Física;Mujer;868.0;410260;211.6
2020;kennedy;Física;Mujer;834.0;650969;128.1
2020;fontibon;Física;Mujer;269.0;235174;114.4
2020;engativa;Física;Mujer;486.0;462301;105.1
2020;suba;Física;Mujer;779.0;722309;107.8
2020;barrios unidos;Física;Mujer;65.0;135929;47.8
2020;teusaquillo;Física;Mujer;84.0;72718;115.5
2020;los martires;Física;Mujer;112.0;45219;247.7
2020;antonio narino;Física;Mujer;69.0;55133;125.2
2020;puente aranda;Física;Mujer;203.0;105742;192.0
2020;la candelaria;Física;Mujer;25.0;10021;249.5
2020;rafael uribe uribe;Física;Mujer;372.0;174494;213.2
2020;ciudad bolivar;Física;Mujer;798.0;397847;200.6
2020;sumapaz;Física;Mujer;5.0;3844;130.1
2020;distrito;Física;Mujer;6557.0;4316142;151.9
2020;usaquen;Sexual;Mujer;199.0;254841;78.1
2020;chapinero;Sexual;Mujer;40.0;64711;61.8
2020;santa fe;Sexual;Mujer;123.0;45019;273.2
2020;san cristobal;Sexual;Mujer;448.0;199363;224.7
2020;usme;Sexual;Mujer;499.0;178104;280.2
2020;tunjuelito;Sexual;Mujer;199.0;92144;216.0
2020;bosa;Sexual;Mujer;893.0;410260;217.7
2020;kennedy;Sexual;Mujer;845.0;650969;129.8
2020;fontibon;Sexual;Mujer;245.0;235174;104.2
2020;engativa;Sexual;Mujer;467.0;462301;101.0
2020;suba;Sexual;Mujer;594.0;722309;82.2
2020;barrios unidos;Sexual;Mujer;94.0;135929;69.2
2020;teusaquillo;Sexual;Mujer;79.0;72718;108.6
2020;los martires;Sexual;Mujer;95.0;45219;210.1
2020;antonio narino;Sexual;Mujer;83.0;55133;150.5
2020;puente aranda;Sexual;Mujer;166.0;105742;157.0
2020;la candelaria;Sexual;Mujer;18.0;10021;179.6
2020;rafael uribe uribe;Sexual;Mujer;374.0;174494;214.3
2020;ciudad bolivar;Sexual;Mujer;958.0;397847;240.8
2020;sumapaz;Sexual;Mujer;6.0;3844;156.1
2020;distrito;Sexual;Mujer;6425.0;4316142;148.9
2020;usaquen;Económica;Mujer;25.0;254841;9.8
2020;chapinero;Económica;Mujer;11.0;64711;17.0
2020;santa fe;Económica;Mujer;15.0;45019;33.3
2020;san cristobal;Económica;Mujer;34.0;199363;17.1
2020;usme;Económica;Mujer;42.0;178104;23.6
2020;tunjuelito;Económica;Mujer;12.0;92144;13.0
2020;bosa;Económica;Mujer;105.0;410260;25.6
2020;kennedy;Económica;Mujer;103.0;650969;15.8
2020;fontibon;Económica;Mujer;38.0;235174;16.2
2020;engativa;Económica;Mujer;54.0;462301;11.7
2020;suba;Económica;Mujer;68.0;722309;9.4
2020;barrios unidos;Económica;Mujer;3.0;135929;2.2
2020;teusaquillo;Económica;Mujer;22.0;72718;30.3
2020;los martires;Económica;Mujer;13.0;45219;28.7
2020;antonio narino;Económica;Mujer;2.0;55133;3.6
2020;puente aranda;Económica;Mujer;23.0;105742;21.8
2020;la candelaria;Económica;Mujer;1.0;10021;10.0
2020;rafael uribe uribe;Económica;Mujer;27.0;174494;15.5
2020;ciudad bolivar;Económica;Mujer;51.0;397847;12.8
2020;sumapaz;Económica;Mujer;0.0;3844;0.0
2020;distrito;Económica;Mujer;649.0;4316142;15.0
2020;usaquen;Negligencia ;Mujer;183.0;254841;71.8
2020;chapinero;Negligencia ;Mujer;60.0;64711;92.7
2020;santa fe;Negligencia ;Mujer;116.0;45019;257.7
2020;san cristobal;Negligencia ;Mujer;347.0;199363;174.1
2020;usme;Negligencia ;Mujer;691.0;178104;388.0
2020;tunjuelito;Negligencia ;Mujer;255.0;92144;276.7
2020;bosa;Negligencia ;Mujer;1027.0;410260;250.3
2020;kennedy;Negligencia ;Mujer;1014.0;650969;155.8
2020;fontibon;Negligencia ;Mujer;221.0;235174;94.0
2020;engativa;Negligencia ;Mujer;251.0;462301;54.3
2020;suba;Negligencia ;Mujer;419.0;722309;58.0
2020;barrios unidos;Negligencia ;Mujer;48.0;135929;35.3
2020;teusaquillo;Negligencia ;Mujer;58.0;72718;79.8
2020;los martires;Negligencia ;Mujer;93.0;45219;205.7
2020;antonio narino;Negligencia ;Mujer;61.0;55133;110.6
2020;puente aranda;Negligencia ;Mujer;156.0;105742;147.5
2020;la candelaria;Negligencia ;Mujer;17.0;10021;169.6
2020;rafael uribe uribe;Negligencia ;Mujer;321.0;174494;184.0
2020;ciudad bolivar;Negligencia ;Mujer;1133.0;397847;284.8
2020;sumapaz;Negligencia ;Mujer;37.0;3844;962.5
2020;distrito;Negligencia ;Mujer;6508.0;4316142;150.8
2020;usaquen;Abandono;Mujer;17.0;254841;6.7
2020;chapinero;Abandono;Mujer;1.0;64711;1.5
2020;santa fe;Abandono;Mujer;6.0;45019;13.3
2020;san cristobal;Abandono;Mujer;39.0;199363;19.6
2020;usme;Abandono;Mujer;27.0;178104;15.2
2020;tunjuelito;Abandono;Mujer;14.0;92144;15.2
2020;bosa;Abandono;Mujer;89.0;410260;21.7
2020;kennedy;Abandono;Mujer;80.0;650969;12.3
2020;fontibon;Abandono;Mujer;21.0;235174;8.9
2020;engativa;Abandono;Mujer;21.0;462301;4.5
2020;suba;Abandono;Mujer;44.0;722309;6.1
2020;barrios unidos;Abandono;Mujer;6.0;135929;4.4
2020;teusaquillo;Abandono;Mujer;5.0;72718;6.9
2020;los martires;Abandono;Mujer;10.0;45219;22.1
2020;antonio narino;Abandono;Mujer;4.0;55133;7.3
2020;puente aranda;Abandono;Mujer;23.0;105742;21.8
2020;la candelaria;Abandono;Mujer;2.0;10021;20.0
2020;rafael uribe uribe;Abandono;Mujer;32.0;174494;18.3
2020;ciudad bolivar;Abandono;Mujer;49.0;397847;12.3
2020;sumapaz;Abandono;Mujer;8.0;3844;208.1
2020;distrito;Abandono;Mujer;498.0;4316142;11.5
2012;usaquen;Emocional;Total general;2042.0;479830;425.6
2012;chapinero;Emocional;Total general;256.0;135160;189.4
2012;santa fe;Emocional;Total general;651.0;109955;592.1
2012;san cristobal;Emocional;Total general;2173.0;409257;531.0
2012;usme;Emocional;Total general;2508.0;400686;625.9
2012;tunjuelito;Emocional;Total general;538.0;201593;266.9
2012;bosa;Emocional;Total general;4274.0;597522;715.3
